id,messages,result_1,result_2
700,спасибо,NEUT,NEUT

701,здравствуйте! <br>а &quot;об&quot; имеет лемму &quot;о&quot; или &quot;об&quot;?,NEUT,NEUT

702,Об,NEUT,NEUT

703,&quot;Б&quot; имеет лемму &quot;б&quot; или &quot;бы&quot;?,NEUT,NEUT

704,спасибо! <br>и &quot;со&quot; тоже?,NEUT,NEUT

705,"Здравствуйте, а что значит комментарий &quot;файлы не по латинской метке&quot; в оценках за elan?",NEUT,NEUT

706,"Я так понимаю по тому, что здесь обсуждалось, что у кратких прилагательных своя часть речи в UDP есть? Как она записывается?",NEUT,PSTV

707,"добрый день<br>при заполнении таблицы с метаинформацией там была графа &quot;латинская метка&quot; и мы объясняли, что это название файлов с разметкой",NEUT,PSTV

708,"что делать, если название manual2 файла моего партнера с латинской меткой слишком длинное и компьютер просто не хочет переименовывать файл?",NEUT,NEUT

709,"Можно загрузить на гитхаб как есть, а там после загрузки переименовать",NEUT,NEUT

710,спасибо!,NEUT,NEUT

711,"тут говорили, что полное причастие лучше отмечать как ADJ, а оставлять ли признаки глагола? (перфектность, залог)",NEUT,PSTV

712,"у меня есть эти данные и в таблице, и так же заполнены слои в елане",NEUT,NEUT

713,"добрый день<br>при заполнении таблицы с метаинформацией там была графа &quot;латинская метка&quot; и мы объясняли, что это название файлов с разметкой",NEUT,PSTV

714,"Здравствуйте, простите пожалуйста, я забыла какую лемму ставить у местоимений-прилагательных среднего и женского рада (эта песня, то что-нибудь)?  считаем ли мы леммой номинатив в том же роде, или нам нужно брать мужской род?",NEUT,PSTV

715,"в таблице у вас написано &quot;chichvarkin varlamov&quot;, а файлы на гитхабе называются kovtunt",NEUT,NEUT

716,"простите, не поняла сначала, спасибо большое за разъяснения.",PSTV,PSTV

717,"в таблице у вас написано &quot;chichvarkin varlamov&quot;, а файлы на гитхабе называются kovtunt",NEUT,NEUT

718,"Дорогие студенты,<br>если вы ещё не начали делать дз5 и не проверяли гитхаб своего коллеги, будет очень хорошо для всех, если вы сделаете это сейчас и в случае отсутствия у вашего коллеги файла с автоматической разметкой напишите об этом нам. Так мы сможем быстрее найти вам новую пару",NEUT,PSTV

719,"здравствуйте<br>я только что заметила, что, вероятно, пропуская по udpipe свой файл, забыла снять галочку с parse, так что, помимо того, что у нас должно было быть, у меня есть вот такие штуки<br>это сильно плохо?..",NEUT,NGTV

720,"Добрый вечер, это ни на что не влияет, не страшно",NEUT,PSTV

721,спасибо огромное!,NEUT,NEUT

722,"а &quot;приветики&quot; действительно является существительным, как говорит разметка?",NEUT,NEUT

723,"подскажите, пожалуйста, субстантивированные полные причастия (&quot;выживут только влюбленные&quot;) помечать как NOUN? сохранять ли им признаки такие, как перфектность?",NEUT,PSTV

724,"подскажите, пожалуйста, как правильно разметить «что» в сочетании «пока что там нет рекламы»? автоматически SCONJ, но это может быть вообще PART?",NEUT,PSTV

725,"Подскажите, пожалуйста, если я правила разметку в exel, но нужно сохранить её в формат conllu, как это лучше сделать? Там есть вариант поставить кодировку UTF-8, но это .csv формат<br>если я просто вручную переделываю .xlsx в .conllu, возникают проблемы с кодировкой",NEUT,PSTV

726,"Добрый день, признаки зависят от части речи, если NOUN, то нет",NEUT,PSTV

727,"скажите, пожалуйста, &quot;один&quot; в контексте &quot;он сидит один за столом&quot; - NUM или DET?",NEUT,NEUT

728,"Добрый день, Грамматический <a href=""https://gramdict.ru/search/%D0%BE%D0%B4%D0%B8%D0%BD"">словарь</a> относит этозначение к местоимениям прилагательным (DET) <pre>мс-п<br>1*b (некоторый — часто в противопоставлении с друго́й; находящийся в одиночестве); сочетается с сущ. в обоих числах △ исх. форма нерегул.; мн. одни́, -и́х, -и́м; Т. ед. м и с одни́м;</pre>",NEUT,PSTV

729,Очень-очень насущный вопрос🥺,NEUT,NEUT

730,спасибо большое!,NEUT,NEUT

731,"Добрый день, сохраняйте как csv, потом расширение .csv меняете на .conllu и проверьте, что разделители табуляция. Проще всего это сделать через NotePad++ &gt; Сохранить как... Можно также переименовать файл в проводнике, но в разных операционных системах с этим бывают свои заморочки и нужно в настройках проводника указать &quot;Показывать расширение файла&quot;",NEUT,PSTV

732,"подскажите, пожалуйста, как размечать имена собсттвенные, которые состоят из прил.+сущ.? (Гражданская оборона)<br>как propn или как прил. и сущ. отдельно?",NEUT,PSTV

733,"Добрый день, это, конечно, неоднословный наречный оборот &quot;пока что&quot;, но поскольку разметка у нас по токенам, оставьте автоматический разбор",NEUT,PSTV

734,"ноутпада нет, потому что работаю на маке, но попробую через .csv опять. Спасибо!",NEUT,PSTV

735,Почему бы и нет. У форм множественного числа бывает множество нестандартных функций:),NEUT,NEUT

736,"Друзья-маководы, ну ведь все вам написали на странице курса и сказали, Atom, Slim, BBedit, TextWrangler - аналоги np++ дл вас. И вообще, казалось бы, вы умеете гуглить с рождения)))",NEUT,PSTV

737,"Если вы исправляете часть речи на NOUN, то глагольные пометы, естественно, нужно убрать. Кажется, в этом контексте NOUN будет хорошим решением.",NEUT,PSTV

738,спасибо! а для ADJ в полных причастиях тоже убрать?,NEUT,NEUT

739,Добрый вечер. Лемма &quot;здрасьте&quot; автоматически указалась как &quot;здрасить&quot;. Оставлять её? :),NEUT,PSTV

740,"&quot;здрасьте&quot;, такое неизменяемое  междометие",NEUT,NEUT

741,"Поняла, спасибо!",PSTV,PSTV

742,спасибо,NEUT,NEUT

743,Добрый вечер. Какой частью речи обозначать «нельзя»? У меня по дефолту ADV стоит,NEUT,PSTV

744,у слова общего рода оставить Gender=Masc или удалить гендерный маркер вообще?,NEUT,NGTV

745,"Если вы ставите помету ADJ, то пометы вида, времени, залога, VerbForm убрать, конечно, Degree добавить",NEUT,NEUT

746,спасибо!,NEUT,NEUT

747,"Оставить как дефолтный. Если согласуется по женскому роду, то заменить на Fem",NEUT,PSTV

748,большое спасибо,NEUT,NEUT

749,?,NEUT,NEUT

750,Сегодня та же ссылка,NEUT,NEUT

751,"Спасибо по дефолту существительное, нужно изменять на частицу?",NEUT,NEUT

752,"Добрый день всем, ссылка на сегодняшние семинары <a href=""https://zoom.us/j/94010563767?pwd=alNHMDRoRUFTaWVORHhFZU1rUTFFUT09"">https://zoom.us/j/94010563767?pwd=alNHMDRoRUFTaWVORHhFZU1rUTFFUT09</a>",NEUT,PSTV

753,А когда у 202 дедлайн по домашке с сегодняшнего семинара?,NEUT,NEUT

754,"Добрый день, 1 декабря для всех групп, времени много, но и заданий много",NEUT,PSTV

755,Завтра на семинаре обсудим с остальными группами,NEUT,NEUT

756,"Объявление для всех: пожалуйста, до завтра выясните, есть ли второй вариант ручной разметки (manual2) для вашего ролика, если нет - сообщите об этом ассистенту. Нам нужно будет организовать для вас эти данные",NEUT,PSTV

757,"скажите, пожалуйста, а где можно будет посмотреть записи семинаров в зуме?",NEUT,NEUT

758,"Файл manual2 для нашего видео должен храниться на гитхабе только у человека, который его размечал? Или на нашем тоже?",NEUT,NEUT

759,"<a href="""" onclick=""return ShowHashtag(&quot;запись&quot;)"">#запись</a> лекции 3 ноября: Topic: Лингвистические данные 1 курс<br>Date: Nov 3, 2020 06:05 PM Moscow<br><br>Meeting Recording:<br><a href=""https://zoom.us/rec/share/1i1Hr2372kJlW1YUmGpzMOBsLEaaJzWcZ6QDNkBhfOEu2uJ2hLWPf9QvJ9hv1By5.dbZAIxLSzZ1M9i_A"">https://zoom.us/rec/share/1i1Hr2372kJlW1YUmGpzMOBsLEaaJzWcZ6QDNkBhfOEu2uJ2hLWPf9QvJ9hv1By5.dbZAIxLSzZ1M9i_A</a><br><br>Access Passcode: 7WDQ5$<a href="""" onclick=""return ShowHashtag(&quot;w&quot;)"">#w</a>",NEUT,PSTV

760,"С семинаром сложнее, мне аж 9 файлов сделали, скоро разберусь и расшарю",NEUT,NEUT

761,"хорошо, спасибо!",NEUT,NEUT

762,"<a href="""" onclick=""return ShowHashtag(&quot;запись&quot;)"">#запись</a> семинара 5, 1:15:00 - семинар 2ой группы, 1:17:00 - как сравнивать версии разметки и подготовить файл с разметкой к импорту в ELAN <br>Date: Nov 9, 2020 10:22 AM Moscow<br><a href=""https://zoom.us/rec/share/JJdsgsGVJRvjS-1rbAsmWfg8q__CTzRtHwfvK9fw2U7Xkdib-s3JcEf8kwhA53EV.5upKU28F6mY5eLpk"">https://zoom.us/rec/share/JJdsgsGVJRvjS-1rbAsmWfg8q__CTzRtHwfvK9fw2U7Xkdib-s3JcEf8kwhA53EV.5upKU28F6mY5eLpk</a><br><br>Access Passcode: G=f85!=w",NEUT,NEUT

763,"Добрый день, ссылка на сегодняшние семинары <a href=""https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09"">https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09</a>",NEUT,PSTV

764,"Дорогие студенты, всем добрый вечер,<br>все ли проверили наличие manual2 у проверяющего вас коллеги и сообщили об этом нам (ассистентам)? Пока что нам написало подозрительно мало людей, а мы просили сделать это <u>до</u> сегодняшнего дня.",NEUT,PSTV

765,"А надо было писать, даже если он есть? Я думала, это только для тех, у кого что-то не так",NEUT,PSTV

766,"Нет, имела в виду, что надо написать, если его нет",NEUT,NEUT

767,"Добрый вечер, на сайте не работает ссылка на Дз_6, так должно быть?",NEUT,PSTV

768,"добрый вечер, это у меня еще консультации сегодня не закончились. скоро будет)",NEUT,PSTV

769,"Добрый вечер, записи вторничных семинаров (10 ноября):  <a href=""https://zoom.us/rec/share/0nKumMy0tQ0kS_fYVG5OYMAGZ2Bh3SHwPraPRlhhfNNgjlnV1QJ2FE31HczvlVj2.isCLnc57gdE0aieW"">https://zoom.us/rec/share/0nKumMy0tQ0kS_fYVG5OYMAGZ2Bh3SHwPraPRlhhfNNgjlnV1QJ2FE31HczvlVj2.isCLnc57gdE0aieW</a><br><br>Access Passcode: Wzz9F.%v",NEUT,PSTV

770,"Домашняя работа №6 <a href=""https://olesar.github.io/lingdata2020/hw6-elan-final.html"">https://olesar.github.io/lingdata2020/hw6-elan-final.html</a>, дедлайн 1 декабря",NEUT,PSTV

771,"Но не расслабляйтесь, будут еще домашки на усвоение текущих практикумов",NEUT,PSTV

772,"Простите, а кому можно задавать вопросы насчет оценивания?",NEUT,PSTV

773,"Если я не очень понимаю причину снятия баллов, у кого можно ее уточнить?",NEUT,PSTV

774,Если вы из 201/202 группы -- у Кати; 203/204 -- у меня,NEUT,NEUT

775,я правильно понимаю что сама разметка весит 4 балла а заполнение формы 6 баллов?,NEUT,PSTV

776,такой же вопрос..,NEUT,NEUT

777,"Да, у меня тоже",NEUT,NEUT

778,Да,NEUT,NEUT

779,"Прошу прощения, а почему нас не предупредили, что форма важнее разметки? И почему её не упоминали на семинарах?",NEUT,PSTV

780,"И почему в общем плане дз написано, что в форме нужно указать интересные ошибки, а потом оказывается, что она обязательна?",NEUT,PSTV

781,"А почему у меня написано, что нет формы, хотя я ее отправляла..?",NEUT,NEUT

782,"Добрый вечер! Большое спасибо за поставленные вопросы, давайте во всем разберемся. В первую очередь, я попрошу разделить дискуссию о правилах и обсуждение конкретных оценок",NEUT,PSTV

783,"Как я говорила на нашем первом семинаре, оценки обсуждаются только со мной (преподавателем) и только индивидуально. Ассистенту вы пишете (в личку!) только в том случае, если подозреваете техническую ошибку - работа была сдана во время, но ее не обнаружили",NEUT,NGTV

784,"Относительно общих правил по домашкам - чтобы учесть слабых и сильных, довольных и недовольных, сейчас я проведу несколько опросов",NEUT,PSTV

785,"Извините, промахнулась мимо кнопки",NEUT,PSTV

786,"Кто промахнулся, не переголосовывайте, пишите мне в личку ваше мнение",NEUT,NGTV

787,Про Питон вопросов просто не было даже,NEUT,NEUT

788,"5 баллов это больше, чем 0",NEUT,NEUT

789,"Так что не очень ясно, к чему опрос про Питон",NEUT,NEUT

790,"можно пожалуйста по технической ошибке в проверке кому-то написать? группа 201, в подписи к дз написано &quot;неправильное название файла&quot;, не могу понять, в каком месте оно неправильное.",NEUT,NGTV

791,Кстати аналогичный вопрос,NEUT,NEUT

792,"можно написать либо мне, либо <a href=""https://t.me/kattynatty"">@kattynatty</a>",NEUT,NEUT

793,"в закреп: если непонятны комментарии к домашке, непонятно, как исправить, а также если у вас не приняли вовремя сданное задание, пишите Кате <a href=""https://t.me/kattynatty"">@kattynatty</a> (группа 201 и 202) или Ане <a href=""https://t.me/George1337"">@George1337</a> (группа 203 и 204).",NEUT,PSTV

794,"Извините, а опросы закончились?",NEUT,PSTV

795,"Боюсь, основной вопрос у нас был с снижением оценок за &quot;не все ошибки&quot;. Такой комментарий есть почти у всех, якобы надо было вписать все ошибки в гуглформу. <br>Но форма содержала такие уточнения про кол-во ошибок и что надо вписывать &quot;самые интересные случаи&quot;, но никак не все.",NEUT,NGTV

796,"надеюсь, нет, потому что вопрос не только в дедлайне",NEUT,PSTV

797,"И в первую очередь хотелось бы решить проблему с формой, сколько ошибок туда просилось вписывать и по какому количеству вписанных ошибок оценивалось",NEUT,NGTV

798,"(опрос коварный, потому что удлинение дедлайнов приводит к их накоплению и ,в результате, к худшим оценкам)",NEUT,NGTV

799,"дорогие, по-прежнему жду вопросов личку по конкретным оценкам. если вы получили меньше 6, значит, проблема была не только в форме, я смотрела все эти работы и готова объяснить",NEUT,PSTV

800,"А можно писать вопросы, если не меньше 6, но все равно хотелось бы знать?",NEUT,PSTV

801,конечно!,NEUT,NEUT

802,"Подскажите, разметку напарника тоже можно дорабатывать или у нее нет финальной оценки?",NEUT,PSTV

803,"Добрый день! Большое спасибо всем, кто участвовал в опросах и прислал вопросы по оценке за домашнее задание. Я изучила все кейсы (еще не всем успела ответить, но почти) и обнаружила такую вещь. Это когда пытаешься учесть ошибки предыдущего года, а получается гиперкоррекция. В прошлом варианте было &quot;укажите все ошибки&quot;, и студенты жаловались, что приходится писать и 30, и 40+ случаев, много времени занимает. Поэтому &quot;до 10&quot; и &quot;интересные&quot; было сказано, чтобы установить верхнюю границу. Но буквально за 2 дня до наших семинаров вывесили версию UDpipe, которая стала делать на порядок меньше ошибок (мой вклад в это тоже есть, но не буду хвастаться). И поэтому действительно эти формулировки оказались неудачными и были интерпретированы вами иначе. Мы с ассистентами приняли решение изменить критерии оценок, отдавая больший приоритет качеству разметки в файлах. Изменение оценок вы скоро увидите.",NEUT,PSTV

804,По поводу опросов отвечу чуть позже,NEUT,NEUT

805,"Лучше учесть в дз6, на этапе создания файла manual3. Будет оцениваться разметка, внесенная в ELAN, в том числе ее высокое качество пойдет бонусом второму разметчику.",NEUT,PSTV

806,"добрый день! скажите, пожалуйста, должен ли быть родительский слой у слоя gram@ ?",NEUT,PSTV

807,"Здравствуйте! Хотелось бы на всякий случай уточнить, в словосочетании &quot;потому что&quot; слову &quot;потому&quot; приписывать ADV или SCONJ?<br>И ещё, у слов &quot;ж&quot;, &quot;б&quot; леммы такие же или &quot;же&quot;, &quot;бы&quot;?",NEUT,NEUT

808,"Здравствуйте,<br>Подскажите, еще, пожалуйста, в названии сказки &quot;Красавица&quot; и &quot;Чудовище&quot; - это существительные или имена собственные?",NEUT,PSTV

809,"здравствуйте! говорили, что можно будет поправить не совсем правильное разбиение на токены при загрузке разметки в елан, подскажите, пожалуйста, как это сделать?",NEUT,PSTV

810,"И, кстати, говорили, что можно будет автоматически объединить случайно разбившиеся //",NEUT,PSTV

811,"Здравствуйте, есть несколько вопросов по поводу разметки жестов: <br>1) Считать ли за жесты непроизвольные покачивания головой или плечами, которые происходят при речи, но смысла никакого не несут? <br>2) Считать ли жестом, когда интервьюер сначала читает текст вопроса с листа, а в процессе переводит взгляд на интервьюируемого, при этом, опять же, непроизвольно двигая головой или плечами?<br>3) Размечать ли статичные жесты, которые длятся долго? Если человек в какой-то момент сцепляет руки в замок, а после этого сидит так еще несколько минут, считать ли это все за один жест или размечать только процесс сцепления рук? <br>4) Что делать, если жесты разными частями тела накладываются друг на друга?<br>5) Уже было на семинаре, кажется, но: если интуитивно понятно, в какой момент начался жест, но камера переключилась на говорящего позже этого момента времени, считать за начало момент переключения камеры?",NEUT,PSTV

812,"Добрый день, ссылка для сегодняшних семинаров <a href=""https://zoom.us/j/94010563767?pwd=alNHMDRoRUFTaWVORHhFZU1rUTFFUT09"">https://zoom.us/j/94010563767?pwd=alNHMDRoRUFTaWVORHhFZU1rUTFFUT09</a>",NEUT,PSTV

813,"Ссылка на семинар № 6 <a href=""https://github.com/olesar/lingdata2020/blob/gh-pages/practicum-antconc.md"">https://github.com/olesar/lingdata2020/blob/gh-pages/practicum-antconc.md</a>",NEUT,NEUT

814,"<a href=""http://www.laurenceanthony.net/software/antconc/"">http://www.laurenceanthony.net/software/antconc/</a> ссылка на конкордансер АнтКонк",NEUT,NEUT

815,Короткий файл для работы на семинаре,NEUT,NEUT

816,Про жесты,NEUT,NEUT

817,"Можно уточнить, как должны называться слои с речью, словами и частями речи?",NEUT,NEUT

818,"Соня, добрый день! Совет прежний - открываем <a href=""https://ruscorpora.ru/new/search-main.html"">НКРЯ</a> и в точном поиске набираем интересующую <a href=""https://processing.ruscorpora.ru/search.xml?env=alpha&amp;api=1.0&amp;mycorp=&amp;mysent=&amp;mysize=&amp;mysentsize=&amp;dpp=&amp;spp=&amp;spd=&amp;mydocsize=&amp;mode=main&amp;lang=ru&amp;sort=i_grtagging&amp;nodia=1&amp;text=lexform&amp;req=%D0%B1"">словоформу</a> или <a href=""https://processing.ruscorpora.ru/search.xml?env=alpha&amp;api=1.0&amp;mycorp=&amp;mysent=&amp;mysize=&amp;mysentsize=&amp;dpp=&amp;spp=&amp;spd=&amp;mydocsize=&amp;mode=main&amp;lang=ru&amp;sort=i_grtagging&amp;nodia=1&amp;text=lexform&amp;req=%D0%BF%D0%BE%D1%82%D0%BE%D0%BC%D1%83+%D1%87%D1%82%D0%BE"">словосочетание</a>. В выдаче нужно кликнуть на слово, чтобы посмотреть его разметку. Доверия заслуживают примеры в выдаче с атрибутом [омонимия снята], естественно, употребления &quot;б&quot; как названия буквы пропускайте",NEUT,PSTV

819,"Добрый день, Ирина, см. пожалуйста указание в <a href=""https://olesar.github.io/lingdata2020/hw6-elan-final.html"">дз 6</a>, начинающееся с <pre>Для каждого говорящего у вас должны остаться слои вида</pre>",NEUT,PSTV

820,"Добрый день! Прямого указания от нас уже не ждите, вы достаточно много работали с разметкой данных, чтобы это вычислить",NEUT,PSTV

821,"Опять же, прямого ответа не дам. Подсказка 1 - принцип разметки у нас по токенам, то есть неоднословное название произведения не обязательно должно состоять из имен собственных. Подсказка 2 - у вопроса о названиях может быть несколько решений. Если вы со вторым разметчиком принципиально разошлись в ответах, тогда напишите ассистенту и предложите свои мотивировки",NEUT,PSTV

822,Спасибо!,NEUT,NEUT

823,"Добрый день, ссылка на сегодняшние семинары 16:20 и 18:10  <a href=""https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09"">https://zoom.us/j/96437197110?pwd=TGlZSE9sNklEdTdXdWp4bGd3UUp5Zz09</a>",NEUT,PSTV

824,"Ссылки для скачивания <a href=""http://www.laurenceanthony.net/software/antconc/"">AntConc</a>, <a href=""https://github.com/olesar/lingdata/blob/gh-pages/data/tihiyd.txt"">Тихий дон</a>, <a href=""https://github.com/olesar/lingdata/blob/gh-pages/data/syntagrus_tokens.txt"">СинТагРус</a>-токены",NEUT,NEUT

825,"Подскажите, есть ли запись семинара с прошлой недели?",NEUT,PSTV

826,"да, они находятся в этой беседе по поиску по слову &quot;семинар&quot;",NEUT,NEUT

827,аригато,NEUT,NEUT

828,"Здравствуйте! Подскажите, пожалуйста, какой стереотип у слоя grammatical features?",NEUT,PSTV

829,Symbolic Association,NEUT,NEUT

830,спасибо,NEUT,NEUT

831,здравствуйте! что всё-таки делать в такой ситуации?,NEUT,NEUT

832,"Здравствуйте, опишите мне в лс более подробно вашу проблему с токенами, пожалуйста",NEUT,NGTV

833,"Подскажите, пожалуйста, еще: про изобразительный жест писать &quot;изобразительный жест&quot; или &quot;изобразительный жест: что-то, что он изображает из речи&quot;?",NEUT,PSTV

834,"Добрый вечер, второе!",NEUT,PSTV

835,спасибо,NEUT,NEUT

836,"И еще вопросик: надо ли размечать жест, если человек просто поправляет волосы? ничего этим не показывает, никакой эмоции даже",NEUT,PSTV

837,"Поддержу вопрос Ирины, уточнив: а если то, как человек поправляет волосы, явно выдает внутреннее напряжение как реакцию на вопрос собеседника?",NEUT,PSTV

838,"Здравствуйте, скажите, пожалуйста, вот мы размечали признак (не-)одушевлённости у прилагательных в винительном падеже, а разве не надо сделать то же с местоимениями-прилагательными (вижу какой-то предмет vs. вижу какого-то человека), собирательными числительными (вижу оба предмета vs. вижу обоих людей) и причастиями (вижу падающий предмет vs. вижу падающего человека)?<br>И если это различие видно только в мужском роде (ср. вижу красивую вещь vs. вижу красивую женщину/вижу яркое солнце vs. вижу яркое животное) и во множественном числе (вижу разных мужчин vs. вижу разные предметы/вижу ярких животных vs. вижу яркие солнца/вижу красивых женщин vs. вижу красивые вещи), всё равно прописывать признак (не-)одушевлённости у всех форм прилагательного?",NEUT,PSTV

839,"Добрый вечер, отвечу на оба вопроса, Ани и Иры. Если вы усматриваете некоторое участие жеста &quot;поправляет волосы&quot; в коммуникации, например, показать собеседнику свое смущение, то размечайте как жест. Если это просто привычка, автоматизированное действие без всякой подоплеки, то не нужно. (Понятно, граница между тем и другим субъективна, интерпретация принадлежит вам)",NEUT,PSTV

840,Спасибо!,NEUT,NEUT

841,"Можно ли исправить свою разметку manual2, если усмотрел там несколько глупых недосмотров, пока обсуждал с коллегой его разметку? или оставить все как есть?",NEUT,PSTV

842,"Здравствуйте,<br>я правильно понимаю, что интонации мы определяем для каждой конкретной реплики? Что тогда писать в случае, если в реплике несколько интонаций? Контраст? Честно говоря, я вообще плохо понимаю, что такое этот &quot;контраст&quot;...",NEUT,PSTV

843,Вот тут ответ был про доработку manual2,NEUT,NEUT

844,"Добрый вечер, добавляйте &quot;неясно&quot;. Контраст предназначен для оспаривания предыдущего утверждения, например &quot;и тогда Петя сказал...&quot;  —- &quot;не Петя, а Маша&quot;",NEUT,PSTV

845,"То есть, например &quot;нарратив вопрос да-нет неясно&quot; или &quot;неясно&quot;?",NEUT,NEUT

846,"может быть, более понятен будет тег &quot;другое&quot;?",NEUT,PSTV

847,"Добрый день!<br><br>Я хотел спросить, если у меня иногда вместо интервью появляются другие сцены, в которых участвует говорящий (но само интервью продолжает идти на фоне), надо ли в них размечать жесты?",NEUT,PSTV

848,как лучше размечать слово многих в контексте &quot;у многих блогеров...&quot;?<br>оно автоматически размечалось как NUM с леммой много<br>или лучше сделать DET c леммой многий?,NEUT,PSTV

849,Добрый день! Реплики по типу &quot;Здравствуйте!&quot; и  &quot;Мы очень рады вас приветствовать!&quot; размечать как восклицания или нарратив?,NEUT,PSTV

850,"У меня еще вопрос, можно и нужно ли как то отметить эпатажность говорящего? Например, у меня говорящий иногда намеренно моргает несколько раз перед тем как ответить на вопрос. Более того, если это можно отметить, не понятно в какую категорию классификаций интонаций это будет входить...",NEUT,NEUT

851,"Добрый вечер. В корпусе у слова &quot;ребята&quot; характеристики рода нет, в викисловаре это слово среднего рода. Ориентироваться на корпус?",NEUT,PSTV

852,"Здравствуйте! имеет ли смысл уточнять значение жеста? Например, стоит писать что-то вроде &quot;речевое действие: перечисление&quot; или просто &quot;речевое действие&quot;?",NEUT,NEUT

853,"Добрый вечер, а мелкие реплики &quot;мгм&quot; и &quot;да&quot; вообще стоит размечать по интонации?",NEUT,PSTV

854,мне про изобразительные жесты сказали уточнять,NEUT,NEUT

855,"добрый день, <br>иногда в корпусе у этого слова тоже присутсвует средний род, так что можете указать его",NEUT,PSTV

856,"да, уточнять",NEUT,NEUT

857,"зависит от того, как его произносят ваши говорящие, обе реплики, на мой взгляд, можно и так, и так произнести",NEUT,NGTV

858,"в корпусах UD оно все же чаще как NUM отмечается, хотя по Зализняку это DET, поэтому предлагаю подождать <a href=""https://t.me/olesar"">@olesar</a>",NEUT,NEUT

859,"Здравствуйте, куда мы деваем леммы при переносе грамматической разметки в елан? В домашнем задании написано про отдельные слои для части речи и грамматических значений, а про леммы - ничего. Получается, мы просто игнорируем леммы и не переносим их в общую разметку, или я что-то не так поняла?",NEUT,PSTV

860,"Здравствуйте, леммы не переносим в елан",NEUT,NEUT

861,спасибо за быстрый ответ,NEUT,NEUT

862,"Здравствуйте <br>Подскажите, пожалуйста: считать ли жестом движение рукой, сделанное, чтобы что-то пролистать на ноутбуке на тачпаде, не имеющее отношения к разговору?",NEUT,PSTV

863,"здравствуйте, думаю, нет, так как жесты — это именно то, что сопровождает речь и как-то относится к разговору",NEUT,PSTV

864,Спасибо!!,NEUT,NEUT

865,"Можно ли уточнить, что означает жест &quot;дурак!&quot; в классификации НКРЯ?",NEUT,NGTV

866,"вот <a href=""https://ruscorpora.ru/new/help-gestures.html"">тут</a> вы можете найти описание жестов НКРЯ",NEUT,PSTV

867,Спасибо,NEUT,NEUT

868,"Можно ли в процессе отредактировать файл eaf, если вдруг расслышал слово, которого раньше не услышал?",NEUT,PSTV

